11_ShAG20030821T2-59	igejedejle tāt ultem.	igeje-de-jle tāt ulte-m.	string-POSS.3-ACC ANPH:ADV tie-IND.TR.3SG	Игэйэдэйлэ таат ултэм.	Завязал мешок верёвкой.	He tied the sack with the rope.	紐で袋を縛った。	28(11.47)
11_ShAG20030821T2-60	tāt qodōdege, mod'e_lemdik, āt'en qoqt'in šanahak medūl.	tāt qodō-dege, mod'e_lemdik, āt'e-n qoqt'i-n šanaha-k medū-l.	ANPH:ADV lie-POSS.3:DS INTJ reindeer-GEN hoof-GEN clack-FOC be.heard-SF	Таат ходоодэгэ, модьэ лэмдик, аачэн хохчин шанаҕак мэдуул.	Лежал так, и вдруг послышался топот оленя.	He was lying there when, suddenly, he heard the clatter of a reindeer's footsteps.	そして横たわっていると、なんとトナカイの蹄の音が聞こえた。	28(11.48)
11_ShAG20030821T2-61	tāt moni.	tāt mon-i.	ANPH:ADV say-IND.INTR.3SG	Таат мони,	Затем кто-то сказал,	Then, somebody spoke.	そして（誰かが）言った。	28(11.49)
11_ShAG20030821T2-62	erpeje tite moni:	erpeje tite mon-i:	Ewen like say-IND.INTR.3SG	эрпэйэ титэ мони:	сказал по эвенски:	He said in Even,	エウェン語で言った：	28(11.49)
11_ShAG20030821T2-63	“lemdik tī l'el?” moni.	“lem-dik tī l'e-l?” mon-i.	what-FOC PROX:LOC exist-SF  say-IND.INTR.3SG	«Лэмдик тии льэл?» — мони.	«Что здесь лежит?»	“What is lying here?	「ここにあるのは何だろう？	28(11.49)
11_ShAG20030821T2-64	“ē, lemdik tī qodōl?” moni.	“ē, lem-dik tī qodō-l?” mon-i.	INTJ what-FOC PROX:LOC lie-SF  say-IND.INTR.3SG	«Ээ, лэмдик тии ходоол?» — мони.	«Что здесь лежит?»	What is lying here?”	ここにあるのは何だろう？」	28(11.5)
11_ShAG20030821T2-65	“ē, metek,” moni.	“ē, met-ek,” mon-i.	INTJ 1SG-PRD say-IND.INTR.3SG	«Ээ, мэтэк, — мони,	«Это я.	“It's me.	「ああ、わたしだ。	28(11.51)
11_ShAG20030821T2-66	“met aŋd'e ijūge, aŋd'e ijūge,” moni, “met aŋd'e emtedejnume.	“met aŋd'e ijū-ge, aŋd'e ijū-ge,” mon-i, “met aŋd'e emtedej-nu-me.	1SG eye ache-LOC eye ache-LOC say-IND.INTR.3SG 1SG eye cure-IPFV-OF.1SG	— мэт аӈдьэ ийуугэ, аӈдьэ ийуугэ, — мони, — мэт аӈдьэ эмтэдэйнумэ.	У меня глаза больные, поэтому я лечу их.	I have bad eyes, so I'm curing them.”	わたしは目が悪いので、目を治している。	28(11.51)
11_ShAG20030821T2-67	taŋnigi,” moni, “l'ek.	taŋnigi,” mon-i, “l'e-k.	then say-IND.INTR.3SG do.that-IMP.2SG	Таӈниги, — мони, — льэк,	Тогда сделай это.	“Then do it for me too.”	あれしてくれ。	28(11.52)
11_ShAG20030821T2-68	tiŋ igejegi londok,” moni.	tiŋ igeje-gi londo-k,” mon-i.	PROX:ATTR string-POSS.3 remove-IMP.2SG say-IND.INTR.3SG	тиӈ игэйэги лондок», — мони.	Развяжи эту верёвку».	“Untie the rope.”	この紐をはずしてくれ」	28(11.52)
11_ShAG20030821T2-69	londom.	londo-m.	remove-IND.TR.3SG	Лондом.	Развязал.	He untied it.	はずした。	28(11.53)
11_ShAG20030821T2-70	“met aŋd'e erūge tabudek emtedejnume tiŋ sumāge šohōt,” moni.	“met aŋd'e erū-ge tabud-ek emtedej-nu-me tiŋ sumā-ge šohō-t,” mon-i.	1SG eye be.bad-LOC DST-FOC cure-IPFV-OF.1SG PROX:ATTR big.sack-LOC enter:RES-SS say-IND.INTR.3SG	«Мэт аӈдьэ эруугэ табудэк эмтэдэйнумэ тиӈ сумаагэ шоҕоот», — мони.	«У меня плохо видят глаза, я лечу глаза в мешке».	“My eyes cannot see well, so I'm curing my eyes in the sack.”	「わたしは目が悪いので、それを治療している、この袋に入って」	28(11.54)
11_ShAG20030821T2-71	d'e taŋ erpeje tā āt'egi ohōj.	d'e taŋ erpeje tā āt'e-gi ohō-j.	INTJ DST.ATTR Ewen DST.LOC reindeer-POSS.3 stand-IND.INTR.3SG	Дьэ таӈ эрпэйэ таа аачэги оҕоой.	Олень эвена стоял рядом.	The Even man's reindeer was standing nearby.	そのエウェン人のトナカイがそこに立っていた。	28(11.55)
11_ShAG20030821T2-72	erpeje taŋ l'ege šögi.	erpeje taŋ l'e-ge šög-i.	Ewen DST.ATTR that.one-LOC enter-IND.INTR.3SG	Эрпэйэ таӈ льэгэ шѳги,	Эвен, это, залез.	The Even man got into the sack.	エウェンはそのあれに入った。	28(11.56)
11_ShAG20030821T2-73	sumāge šögi.	sumā-ge šög-i.	big.sack-LOC enter-IND.INTR.3SG	сумаагэ шѳги.	Он залез в мешок.	He got into the sack.	袋に入った。	28(11.56)
11_ShAG20030821T2-74	debegej t'umu igejedejle ultem.	debegej t'umu igeje-de-jle ulte-m.	Debegei all string-POSS.3-ACC tie-IND.TR.3SG	Дэбэгэй чуму игэйэдэйлэ ултэм.	Дэбэгэй завязал верёвку.	Debegei tied the rope.	デベゲイは紐をすっかり縛った。	28(11.57)
11_ShAG20030821T2-75	āt'edege imāj.	āt'e-de-ge imā-j.	reindeer-POSS.3-LOC sit.on:INCH-IND.INTR.3SG	Аачэдэгэ имаай,	И сел верхом на оленя,	He rode the reindeer.	トナカイに乗った。	28(11.58)
11_ShAG20030821T2-76	jolodoho, kelōdegen jolohude kebet', erpeje kelōlgen.	jolo-do-ho, kel-ō-de-gen jolohude kebe-t', erpeje kel-ōl-gen.	back-POSS.3-LOC come-RN-POSS.3-PROL back leave:PFV-IND.INTR.3SG Ewen come-RN-PROL	йолодоҕо, кэлоодэгэн йолоҕудэ кэбэч, эрпэйэ кэлоолгэн.	и поехал назад по той дороге, по которой приехал эвен.	And he went back through the road along which the Even man had come.	彼の来た跡にしたがってを引き返した、エウェン人の来た跡にしたがって。	28(11.58)
11_ShAG20030821T2-77	t'ūl'd'ī_pulut kiet'.	t'ūl'd'ī_pulut kie-t'.	ogre come-IND.INTR.3SG	Чуульдьии пулут киэч.	Пришёл сказочный старик.	The Ogre returned.	人喰い鬼が来た。	28(11.59)
11_ShAG20030821T2-78	“debegej, mā,” moni, “tet t'ohoje!”	“debegej, mā,” mon-i, “tet t'ohoje!”	Debegei INTJ say-IND.INTR.3SG 2SG knife	«Дэбэгэй маа, — мони, — тэт чоҕойэ!»	«Дэбэгэй, на, твой нож!»	“Debegei, here, take your knife!”	「デベゲイよ、そら、おまえのナイフだ。	28(11.6)
11_ShAG20030821T2-79	ā tintaŋ erpeje moni:	ā tintaŋ erpeje mon-i:	INTJ ANPH:ATTR Ewen say-IND.INTR.3SG	Аа, тинтаӈ эрпэйэ мони:	Тот эвен сказал:	The Even man said,	そのエウェン人は言った：	28(11.61)
11_ShAG20030821T2-80	“bi_əšum_debegej_bišə,” moni.	“bi_əšum_debegej_bišə,” mon-i.	I'm.not.Debegej(Ev.) say-IND.INTR.3SG	«Би эшым Дэбэгэй бишэ, — мони.	«Би эшым Дэбэгэй бишэ».	“Bi əšum Debegej bišə.”	「ビーエシュムデベゲイビシェ」	28(11.61)
11_ShAG20030821T2-81	“met el_erpeje el_debegej ōd'e,” moni.	“met el=erpeje el=debegej ō-d'e,” mon-i.	1SG NEG=Ewen NEG=Debegei COP-IND.INTR.1SG say-IND.INTR.3SG	Мэт эл эрпэйэ... эл дэбэгэй оодьэ», — мони.	Он сказал: «Я не Дэбэгэй!»	He said, “I'm not Debegei!”	「わたしはデベゲイじゃない」	28(11.62)
11_ShAG20030821T2-82	tāt kak–nibud' moni.	tāt kak–nibud' mon-i.	ANPH:ADV somehow(Rus.) say-IND.INTR.3SG	Таат как-нибудь мони.	И сказочный старик что-то говорил.	And the Ogre said something.	そして（人喰い鬼は）何か言った。	28(11.63)
11_ShAG20030821T2-83	taŋ t'ohojedejle tāt šinšajm.	taŋ t'ohoje-de-jle tāt šinšaj-m.	DST.ATTR knife-POSS.3-ACC ANPH:ADV cram-IND.TR.3SG	Таӈ чоҕойэдэйлэ таат шиншайм.	Сказочный старик засунул нож Дэбэгэя в мешок.	The Ogre thrust Debegei's knife into the sack.	人喰い鬼はデベゲイのナイフを袋に突っ込んだ。	28(11.64)
11_ShAG20030821T2-84	peššejm.	peššej-m.	throw:PFV-IND.TR.3SG	Пэшшэйм,	Затем выкинул.	Then he threw the sack.	ほうり投げた。	28(11.65)
11_ShAG20030821T2-85	t'olhajm, piege alhude.	t'olhaj-m, pie-ge alhude.	push:PFV-IND.TR.3SG hill-LOC down	чолҕайм, пиэгэ алҕудэ.	Столкнул мешок с холма вниз.	He pushed the sack off the hill.	突き落とした、山の下の方へ。	28(11.65)
11_ShAG20030821T2-86	bojt'e el_burujn'ejbedek tāt.	bojt'e el=buruj-n'e-j=bed-ek tāt.	completely NEG=fault-PROP-JPTCP=NMLZ-PRD ANPH:ADV	Бойчэ эл буруйньэйбэдэк таат.	Ведь тот эвен ни в чем не был виноват.	Indeed, that Even man was guilty of nothing.	そのエウェン人はぜんぜん悪くなかったのに。	28(11.66)
11_ShAG20030821T2-87	d'e, d'e, “debegej l'ege t'eruše,” moni, “jalhilge.”	d'e, d'e, “debegej l'e-ge t'eruše-0,” mon-i, “jalhil-ge.”	INTJ INTJ Debegei that.one-LOC sink:CAUS(-IND.TR.1SG) say-IND.INTR.3SG lake-LOC	Дьэ, дьэ: «Дэбэгэй льэгэ чэрушэ, — мони, — йалҕилгэ».	«Я утопил Дэбэгэя в озере».	“I've drowned Debegei in the lake.”	「わたしはデベゲイを湖に沈めてやったぞ」	28(11.67)
11_ShAG20030821T2-88	kebet' tude numeŋin.	kebe-t' tude nume-ŋin.	leave:PFV-IND.INTR.3SG 3SG:GEN house-DAT	Кэбэч тудэ нумэӈин.	Сказочный старик пошёл к себе домой.	The Ogre went home.	人喰い鬼は自分の家へ去った。	28(11.68)
11_ShAG20030821T2-89	debegej jaqaj.	debegej jaqa-j.	Debegei arrive-IND.INTR.3SG	Дэбэгэй йахай,	Дэбэгэй доехал.	Debegei arrived.	デベゲイは着いた。	29(11.69)
11_ShAG20030821T2-90	tiŋ erpeje numege jaqaj.	tiŋ erpeje nume-ge jaqa-j.	PROX:ATTR Ewen house-LOC arrive-IND.INTR.3SG	тиӈ эрпэйэ нумэгэ йахай.	Доехал до дома эвена.	He got to the Even man's house.	そのエウェンの家に着いた。	29(11.69)
11_ShAG20030821T2-91	“mā,” moni, “titl'e.	“mā,” mon-i, “titl'e.	INTJ say-IND.INTR.3SG 2PL:SUBST	«Маа, — мони, — титльэ!	«Вот ваш (олень)!	“Here is your reindeer!	「そら、おまえたちのものだ。	29(11.7)
11_ShAG20030821T2-92	tit et'ie_dū, āt'egi endī ket'īme,” moni.	tit et'ie=dū, āt'e-gi endī ket'ī-me,” mon-i.	2PL father=Q reindeer-POSS.3 MED:LOC bring-OF.1SG say-IND.INTR.3SG	Тит эчиэ дуу, аачэги эндии кэчиимэ, — мони,	Я привёл оленя, оленя вашего отца.	I brought the reindeer, your father's reindeer.	おまえたちの父さんだろうか、彼のトナカイをほらここに連れてきた。	29(11.7)
11_ShAG20030821T2-93	“tā ewrōl nū,” moni.	“tā ewr-ōl nū-0,” mon-i.	DST.LOC walk-RN find(-IND.TR.1SG) say-IND.INTR.3SG	— таа эуроол нуу», — мони.	Он ходил там, я его нашёл».	It was there, I found it.”	あそこで歩いているのを見つけた」	29(11.7)
11_ShAG20030821T2-94	tāt kebet'.	tāt kebe-t'.	ANPH:ADV leave:PFV-IND.INTR.3SG	Таат кэбэч,	Затем Дэбэгэй ушёл.	Then, Debegei left.	そして去った。	29(11.71)
11_ShAG20030821T2-95	āt'eptejle tadim.	āt'e-p-te-jle tadi-m.	reindeer-PL-POSS.3-ACC give-IND.TR.3SG	аачэптэйлэ тадим,	Вернув оленя эвена,	He had returned the Even man's reindeer.	トナカイを渡した。	29(11.71)
11_ShAG20030821T2-96	kebet'.	kebe-t'.	leave:PFV-IND.INTR.3SG	кэбэч.	ушёл.	He left.	去った。	29(11.71)
11_ShAG20030821T2-97	jaqaj.	jaqa-j.	arrive-IND.INTR.3SG	Йахай,	Дошёл.	He reached.	着いた。	29(11.72)
11_ShAG20030821T2-98	tude numege jaqaj.	tude nume-ge jaqa-j.	3SG:GEN house-LOC arrive-IND.INTR.3SG	тудэ нумэгэ йахай.	Дошёл до своего дома.	He reached his home.	自分の家に着いた。	29(11.72)
11_ShAG20030821T2-99	t'ūl'd'ī_pulutke šögi.	t'ūl'd'ī_pulut-ke šög-i.	ogre-LOC enter-IND.INTR.3SG	Чуульдьии пулуткэ шѳги.	Зашёл в дом к сказочному старику.	He entered the Ogre's house.	人喰い鬼の家に入った。	29(11.73)
11_ShAG20030821T2-100	“debegej tet qot keluk?” moni.	“debegej tet qot kelu-k?” mon-i.	Debegei 2SG from.where come-INTERR.2SG  say-IND.INTR.3SG	«Дэбэгэй тэт хот кэлук? — мони,	«Дэбэгэй, ты откуда пришёл?	“Debegei, where did you come from?	「デベゲイ、おまえはどこから来たんだ？	29(11.74)
11_ShAG20030821T2-101	“qadunget keluk?”	“qadun-get kelu-k?”	which-ABL come-INTERR.2SG	— хадунгэт кэлук?»	Откуда пришёл, а?»	Where did you come from, uh?”	どこから来たんだ？	29(11.74)
11_ShAG20030821T2-102	“ē ajbid'īge ewrelle kiet'e,” moni.	“ē ajbid'ī-ge ewre-lle kie-t'e,” mon-i.	INTJ another.world-LOC walk-SS.SEQ come-IND.INTR.1SG say-IND.INTR.3SG	«Ээ, айбидьиигэ эурэллэ киэчэ, — мони.	«А-а, я ходил по тому свету, вот и вернулся оттуда.	“Ah, I had a walk in the other world, and just came back.	「ああ、わたしはあの世を歩いてから帰ってきた。	29(11.75)
11_ShAG20030821T2-103	“tet terike tā l'ej.	“tet terike tā l'e-j.	2SG old.woman DST.LOC exist-IND.INTR.3SG	Тэт тэрикэ таа льэй,	Жена твоя там была,	Your wife was there.	おまえの妻はそこにいた。	29(11.76)
11_ShAG20030821T2-104	(xxx) aŋd'egi t'umu omolbāl'el,” moni.	(xxx) aŋd'e-gi t'umu omolbā-l'el-0,” mon-i.	eye-POSS.3 all be.good:INCH-INFR(-IND.INTR.3SG) say-IND.INTR.3SG	??? аӈдьэги чуму омолбаальэл, — мони,	её глаза выздоровели.	Her eyes were healed.	彼女の目はすっかり良くなっていた。	29(11.76)
11_ShAG20030821T2-105	“bojt'e uöŋōd'ōdek,” moni, “bojt'e.	“bojt'e uöŋō-d'ōd-ek,” mon-i, “bojt'e.	completely be.young-JPTCP:NMLZ-PRD say-IND.INTR.3SG completely	— бойчэ уѳӈоодьоодэк, — мони, — бойчэ,	Она была такая молодая.	She was so young.	すっかり若くなった。	29(11.76)
11_ShAG20030821T2-106	naqā omolbāl'el.	naqā omolbā-l'el-0.	very be.good:INCH-INFR(-IND.INTR.3SG)	нахаа омолбаальэл.	Она совсем выздоровела.	She recovered her health completely.	とても良くなっていた。	29(11.76)
11_ShAG20030821T2-107	tet terike tā l'ej.”	tet terike tā l'e-j.”	2SG old.woman DST.LOC exist-IND.INTR.3SG	Тэт тэрикэ таа льэй».	Твоя жена была там».	Your wife was there.”	おまえの妻はあそこにいた」	29(11.77)
11_ShAG20030821T2-108	“taŋnigi l'e, debegej, taŋnigi metul peššejk,” moni.	“taŋnigi l'e, debegej, taŋnigi met-ul peššej-k,” mon-i.	then that.one Debegei then 1SG-ACC throw:PFV-IMP.2SG say-IND.INTR.3SG	«Таӈниги льэ, Дэбэгэй, таӈниги мэтул пэшшэйк», — мони.	«Тогда, Дэбэгэй, и меня сбрось!»	“Then, Debegei, throw me down too!”	「それならデベゲイ、わたしをほうり投げてくれ」	29(11.78)
11_ShAG20030821T2-109	tīne mond'ōdek:	tīne mon-d'ōd-ek:	PROX:TMP say-JPTCP:NMLZ-PRD	Тиинэ мондьоодэк:	Раньше Дэбэгэй сказал:	Before, Debegei had said,	前に彼は言ったんだ：	29(11.79)
11_ShAG20030821T2-110	“āj tabude kudelejtejek,” moni.	“āj tabud-e kudelej-tejek,” mon-i.	again DST-INS prepare:PFV-FUT:IND.INTR.2SG say-IND.INTR.3SG	«Аай табудэ кудэлэйтэйэк», — мони.	«Ээ, ты тоже будешь так делать».	“Eh, you can also do it like this.”	「おまえもこういう風にすればいい、と。	29(11.79)
11_ShAG20030821T2-111	“tā arpajt'īli!” moni.	“tā arpaj-t'īli!” mon-i.	DST.LOC climb:PFV-IND.INTR.1PL  say-IND.INTR.3SG	«Таа арпайчиили!» — мони.	«Давай поднимемся туда!» — сказал сказочный старик.	“Let's climb there!” said the Ogre.	「あそこに登ろう」人喰い鬼は言った。	29(11.8)
11_ShAG20030821T2-112	t'omōd'e sumāk minmele, pajajmele.	t'omō-d'e sumā-k min-mele, pajaj-mele.	be.big-JPTCP big.sack-FOC take-OF.3SG lift-OF.3SG	Чомоодьэ сумаак минмэлэ, пайаймэлэ.	Он взял большой мешок и поднял его.	He took a large sack and raised it.	彼は大きな袋を持った、担いだ。	29(11.81)
11_ShAG20030821T2-113	“taŋnigi šök,” moni, “tiŋ sumāge.”	“taŋnigi šök-0,” mon-i, “tiŋ sumā-ge.”	then enter(-IMP.2SG) say-IND.INTR.3SG PROX:ATTR big.sack-LOC	«Таӈниги шѳк, — мони, — тиӈ сумаагэ».	«Ну, тогда залезай в мешок».	“Well, get into the sack then.”	「それなら入れ、この袋に」	29(11.82)
11_ShAG20030821T2-114	t'ūl'd'ī_pulut šögi.	t'ūl'd'ī_pulut šög-i.	ogre enter-IND.INTR.3SG	Чуульдьии пулут шѳги.	Сказочный старик залез.	The Ogre got into it.	人喰い鬼は袋の中に入った。	29(11.83)
11_ShAG20030821T2-115	“d'e t'īlele tilledejk!” moni.	“d'e t'īle-le tilledej-k!” mon-i.	INTJ power-INS stretch.oneself:PFV-IMP.2SG  say-IND.INTR.3SG	«Дьэ чиилэлэ тиллэдэйк!» — мони.	«Со всей силой выпрямись-ка!»	“Straighten up as hard as you can!”	「力いっぱい体を伸ばせ！」	29(11.84)
11_ShAG20030821T2-116	tilledejt tintaŋ sumāgele šašahadajm.	tilledej-t tintaŋ sumā-gele šašahadaj-m.	stretch.oneself:PFV-SS ANPH:ATTR big.sack-ACC tear:CAUS:PFV-IND.TR.3SG	Тиллэдэйт тинтаӈ сумаагэлэ шашаҕадайм,	Сказочный старик разорвал тот мешок.	The Ogre tore the sack.	彼は体を伸ばして袋を引き裂いてしまった。	29(11.85)
11_ShAG20030821T2-117	t'ūl'd'ī_pulut t'īlen'i_el'e.	t'ūl'd'ī_pulut t'īle-n'-i=el'e.	ogre power-PROP-IND.INTR.3SG=SFC	чуульдьии пулут чиилэньи эльэ.	Сказочный старик очень сильный.	The Ogre was very strong.	人喰い鬼は力が強いんだよ。	29(11.85)
11_ShAG20030821T2-118	tāt d'e omot'e sumāk minmele.	tāt d'e omo-t'e sumā-k min-mele.	ANPH:ADV INTJ be.good-JPTCP big.sack-FOC take-OF.3SG	Таат дьэ омочэ сумаак минмэлэ.	Тогда он взял прочный мешок.	Then, he got a durable sack.	そして彼は（さらに）丈夫な袋を持った。	29(11.86)
11_ShAG20030821T2-119	arpajŋi.	arpaj-ŋi.	climb:PFV-PL:IND.INTR.3	Арпайӈи,	Они поднялись.	They climbed up the hill.	彼らは登った。	29(11.87)
11_ShAG20030821T2-120	pied īt'eŋin arpajŋi.	pie-d īt'e-ŋin arpaj-ŋi.	hill-GEN tip-DAT climb:PFV-PL:IND.INTR.3	пиэд иичэӈин арпайӈи.	Поднялись на вершину холма.	They reached the top of the hill.	山頂に登った。	29(11.87)
11_ShAG20030821T2-121	t'umu igejedejle ultem.	t'umu igeje-de-jle ulte-m.	all string-POSS.3-ACC tie-IND.TR.3SG	Чуму игэйэдэйлэ ултэм.	Дэбэгэй завязал верёвку мешка.	Debegei tied the rope of the sack.	デベゲイは紐をすっかり縛った。	29(11.88)
11_ShAG20030821T2-122	piege alhude t'olhajm.	pie-ge alhude t'olhaj-m.	hill-LOC down push:PFV-IND.TR.3SG	Пиэгэ алҕудэ чолҕайм.	Затем столкнул с холма вниз.	Then, he pushed it down the hill.	山の下へ突き落とした。	29(11.89)
11_ShAG20030821T2-123	“t'ūl'd'ī_pulut, met me_kimdān'eje!	“t'ūl'd'ī_pulut, met me=kimdān'e-je!	ogre 1SG AFF=deceive-IND.INTR.1SG	«Чуульдьии пулут, мэт мэ кимдааньэйэ!	«Сказочный старик, я же тебе солгал!	“Ogre, I've lied to you!	「人喰い鬼よ、わたしは嘘をついたんだ。	29(11.9)
11_ShAG20030821T2-124	n'eqadunge,” moni, “l'ege el_ewreje,” moni.	n'eqadun-ge,” mon-i, “l'e-ge el=ewre-je,” mon-i.	INDF:which-LOC say-IND.INTR.3SG that.one-LOC NEG=walk-IND.INTR.1SG say-IND.INTR.3SG	Ньэ хадунгэ, — мони, — льэгэ эл эурэйэ, — мони.	Я не ходил на тот свет.	I didn't visit that world.	わたしはどこも歩きまわっていない。	29(11.9)
11_ShAG20030821T2-125	“n'eqadi ajbid'īge el_ewreje.	“n'eqadi ajbid'ī-ge el=ewre-je.	anything another.world-LOC NEG=walk-IND.INTR.1SG	Ньэ хади айбидьиигэ эл эурэйэ,	Я не ходил на ни какой тот свет.	I didn't go to any other world.	どんなあの世も歩いていない。	29(11.91)
11_ShAG20030821T2-126	tet terike el_l'uöje,” moni.	tet terike el=l'uö-je,” mon-i.	2SG old.woman NEG=see-IND.INTR.1SG say-IND.INTR.3SG	тэт тэрикэ эл льуѳйэ, — мони,	Я не видел твою жену.	I didn't see your wife.	おまえの妻を見ていない。	29(11.91)
11_ShAG20030821T2-127	“met me_kimdān'eje tetul!”	“met me=kimdān'e-je tet-ul!”	1SG AFF=deceive-IND.INTR.1SG 2SG-ACC	— мэт мэ кимдааньэйэ тэтул!»	Я тебя обманул!»	I've cheated you!”	わたしは騙したんだよ、おまえを」	29(11.91)
11_ShAG20030821T2-128	taŋdiet t'ūl'd'ī_pulut tā jalhilge t'eriet'.	taŋdiet t'ūl'd'ī_pulut tā jalhil-ge t'erie-t'.	then ogre DST.LOC lake-LOC sink:PFV-IND.INTR.3SG	Таӈдиэт чуульдьии пулут таа йалҕилгэ чэриэч.	Так сказочный старик и утонул в том озере.	And so the Ogre drowned in the lake.	そして人喰い鬼はその湖に沈んだ。	29(11.92)
11_ShAG20030821T2-129	d'e ō niŋiegi omolbej, debegej.	d'e ō niŋie-gi omolbe-j, debegej.	INTJ INTJ soul-POSS.3 be.good:INCH-IND.INTR.3SG Debegei	Дьэ оо ниӈиэги омолбэй, Дэбэгэй.	У Дэбэгэя настроение поднялось.	Debegei felt much better!	気分が良くなったデベゲイは。	30(11.93)
11_ShAG20030821T2-130	tudid'ie qodōtoj.	tudid'ie qodō-toj.	3SG:INTNS lie-FUT:IND.INTR.3SG	Тудидьиэ ходоотой,	Один будет жить.	He would live alone.	ひとりっきりで暮らすだろう。	30(11.94)
11_ShAG20030821T2-131	omot' modotoj zhe.	omot' modo-toj zhe.	well sit-FUT:IND.INTR.3SG just(Rus.)	омоч модотой же.	Будет жить благополучно.	He would happily live alone.	快適に暮らすだろう。	30(11.94)
11_ShAG20030821T2-132	numeŋin kebet'.	nume-ŋin kebe-t'.	house-DAT leave:PFV-IND.INTR.3SG	Нумэӈин кэбэч,	Пошёл домой.	He went home.	家に行った。	30(11.95)
11_ShAG20030821T2-133	tāt modoj tudid'ie.	tāt modo-j tudid'ie.	ANPH:ADV sit-IND.INTR.3SG 3SG:INTNS	таат модой тудидьиэ,	Так он жил один.	So, he lived alone.	そしてひとりで暮らした。	30(11.95)
11_ShAG20030821T2-134	tāt omot' tudid'ie mododoho, naqā ajāj.	tāt omot' tudid'ie modo-doho, naqā ajā-j.	ANPH:ADV well 3SG:INTNS sit-POSS.3:DS very rejoice-IND.INTR.3SG	таат омоч тудидьиэ, нахаа айаай.	Так он жил один радуясь.	So, he lived alone, happily.	快適に暮らしてとても喜んだ。	30(11.95)
11_ShAG20030821T2-135	taŋdelme t'emiet'.	taŋdelme t'emie-t'.	meanwhile end:PFV-IND.INTR.3SG	Таӈдэлмэ чэмиэч,	На этом конец.	This is the end.	これでおしまい。	30(11.96)
11_ShAG20030821T2-136	t'ūl'd'ī t'emiet'.	t'ūl'd'ī t'emie-t'.	tale end:PFV-IND.INTR.3SG	чуульдьии чэмиэч.	Сказке конец.	This is the end of the fairy tale.	昔話はおしまい。	30(11.96)
12_ShAG19970728T-1	irkin gōratke pochtal'onek l'iel'elul.	irkin gōrat-ke pochtal'on-ek l'ie-l'el-u-l.	one town(Rus.)-LOC postman(Rus.)-FOC exist-INFR-E-SF	Иркин гододкэ почтальонэк льиэльэлул.	‎‎В одном городе жил почтальон.	In a town, there lived a postman.	ある町に郵便配達人がいた。	31(12.1)
12_ShAG19970728T-2	taŋ pochtal'ongele ubun gōratŋin l'iel'elŋā.	taŋ pochtal'on-gele ubun gōrat-ŋin l'ie-l'el-ŋā.	DST.ATTR postman(Rus.)-ACC other town(Rus.)-DAT do.that-INFR-PL:IND.TR.3	Таӈ почтальонгэлэ убун городӈин льиэльэлӈаа.	Этого почтальона отправили в другой город.	The postman was sent to another town.	その郵便配達人をほかの町へ送った。	31(12.2)
12_ShAG19970728T-3	tāt kebet'.	tāt kebe-t'.	ANPH:ADV leave:PFV-IND.INTR.3SG	Таат кэбэч тамун.	И он пошёл.	So, he left.	そして出発した。	31(12.3)
12_ShAG19970728T-4	tamun n'ūgi pieter_berbekin.	tamun n'ū-gi pieter_berbekin.	DST name-POSS.3 Pieter.Berbekin	ньууги Пиэтэр Бэрбэкин.	Его имя — Пиэтэр Бэрбэкин.	His name was Pieter Berbekin.	彼の名はピエテル・ベルベキンだ。	31(12.3)
12_ShAG19970728T-5	tāt kebet'.	tāt kebe-t'.	ANPH:ADV leave:PFV-IND.INTR.3SG	Таат кэбэч.	И он пошёл.	And he left.	そして出発した。	31(12.4)
12_ShAG19970728T-6	qondoho, šāl molhon qoni.	qon-doho, šāl molhon qon-i.	go-POSS.3:DS tree in go-IND.INTR.3SG	Хондоҕо, шаал молҕон хони.	Шёл ... шёл по лесу.	He walked through the forest.	彼は木々の間を通って行った。	31(12.5)
12_ShAG19970728T-7	qondoho l'elek, šoromon ažūk medūl:	qon-doho l'e-lek, šoromo-n ažū-k medū-l:	go-POSS.3:DS that.one-FOC person-GEN word-FOC be.heard-SF	Хондоҕо льэлэк, шоромон ажуук мэдуул.	Шёл, это самое ... человеческий голос послышался.	He walked on and, erm, heard a human voice.	行くと、人間の声が聞こえた：	31(12.6)
12_ShAG19970728T-8	“pieter_berbekin, qaŋide qond'ek?” moni.	“pieter_berbekin, qaŋide qon-d'ek?” mon-i.	Pieter.Berbekin where go-IND.INTR.2SG  say-IND.INTR.3SG	«Пиэтэр Бэрбэкин, хаӈидэ хондьэк? — мони,	«Пиэтэр Бэрбэкин, куда идёшь?	“Pieter Berbekin, where are you going?	「ピエテル・ベルベキンよ、どこへ行くんだ？	31(12.7)
12_ShAG19970728T-9	“met laŋi keluk.	“met laŋi kelu-k.	1SG to come-IMP.2SG	— мэт лаӈи кэлук.	Иди ко мне.	Come to me.	わたしの方へ来い。	31(12.7)
12_ShAG19970728T-10	migide keluk,” moni.	migide kelu-k,” mon-i.	PROX:DIR come-IMP.2SG say-IND.INTR.3SG	Мигидэ кэлук, — мони,	Иди сюда.	Come here.	こっちへ来い。	31(12.8)
12_ShAG19970728T-11	“met laŋi keluk.”	“met laŋi kelu-k.”	1SG to come-IMP.2SG	— мэт лаӈи кэлук».	Иди ко мне».	Come to me.”	わたしの方へ来い」	31(12.8)
